老师编号,老师工号,老师姓名,常带课程,可带课程
4298,T3298,卜庆艺,地球物理及勘探方法,遥感技术；语言与思维；计算神经工程
4299,T3299,符婕爱,国际商务案例,国际金融；对外贸易概论
4300,T3300,晁佳琬,针灸临床治疗学,医学遗传学；生物化学与分子生物学；中药学
4301,T3301,岑松立,考古学通论,海洋技术；电路理论；口腔内科学
4302,T3302,秋立杰,普通化学A,生物技术；管理学
4303,T3303,昌芝锦,中国诗词文化,教育哲学；材料科学基础；世界通史
4304,T3304,谈强子,学前卫生学,舞蹈；幼儿心理学；幼儿保健学
4305,T3305,罗雅静,地质学B1,地质学A；语言与思维；计算神经工程
4306,T3306,卻朔飞,中国断代史,环境控制；组织胚胎学
4307,T3307,满茗霞,外国语言文学,分析力学；幼儿心理学
4308,T3308,席维礼,地球物理及勘探方法,遥感技术；语言与思维；计算神经工程
4309,T3309,何信心,种子科学与工程,电机维修；民法
4310,T3310,逄琳寒,中国法制史,中医诊断学；概率论；古建筑保护
4311,T3311,桂爽荔,构造地质学,地球物理及勘探方法；弹性力学；构造地质学；
4312,T3312,从青姬,森林昆虫学,内科护理学；世界通史；国际商法
4313,T3313,殳函岚,海洋地质学,国际贸易B；大气科学概论B1；生态建筑概论
4314,T3314,强妍妍,刑事诉讼法,劳动与社会保障；经络学；史学导论
4315,T3315,纪山琛,国际贸易运输与保险,建筑设计B1；游泳；纺织品设计学
4316,T3316,乌帆奇,儿童文学,声乐；舞蹈；学前卫生学
4317,T3317,龙瑶莉,运筹学,管理学；营销学；财务管理
4318,T3318,马瑶雁,毛泽东思想,乐理基础；汉语言文学B
4319,T3319,阴凡园,中国诗词欣赏,中国诗词文化
4320,T3320,万启以,神经生理学,护理学基础B；游泳；热工
4321,T3321,纪琰菊,海洋测绘,航空宇航制造工程；计算机软件技术基础
4322,T3322,明翠秋,电路原理,电子技术基础；计算机原理及应用；电力电子技术
4323,T3323,毋力亨,航空航天动力装置,会计学C；国际私法；人工智能核心
4324,T3324,穆洋月,交通运输法则,大学生物C；交响乐欣赏；人工智能核心
4325,T3325,封康昌,建筑设计,刺灸学；岩土力学；人工智能核心
4326,T3326,包健和,信号与系统分析,地球化学；刺灸学；对外贸易概论
4327,T3327,郏苑珊,塑性力学,流体力学；空气动力学；振动力学
4328,T3328,池琴纨,历史地理学,大气科学概论B1；纺织化学；外贸制单与结汇
4329,T3329,干娟妍,运筹学,管理学；营销学；财务管理
4330,T3330,满馥丽,自动控制理论,电力紫铜自动化装置；计算机仿真技术
4331,T3331,栾育瑶,口腔内科学,口腔修复学；人工智能核心
4332,T3332,邢莺凝,新闻传播三大类,新闻学；人工智能核心
4333,T3333,苗朋源,教育论,普通逻辑学；电工与电子技术基础理论；地球化学
4334,T3334,胡辰行,工程结构,工程制图；钢结构；人工智能平台与工具
4335,T3335,沙寒丹,可持续建筑,工程制图；西方哲学史；计算机网络系统
4336,T3336,惠茗彩,大气科学概论B1,哲学概论；中国断代史
4337,T3337,赵齐斌,人体解剖学B,推拿临床治疗学；教育学概论；理论力学
4338,T3338,向凤春,人体解剖学B,幼儿保健学；感测技术；物理学
4339,T3339,童弘宏,振动力学,弹性力学；理论力学；人工智能平台与工具
4340,T3340,昌昊基,建筑材料,混凝土结构；工程结构
4341,T3341,明琼琬,矿床学,教育学概论；口腔解剖生理学
4342,T3342,劳琼纯,普通化学B,普通化学A；人工智能平台与工具
4343,T3343,武议斌,数据结构,史学导论；几何代数；地基与基础
4344,T3344,齐晓柔,机械制图A,推拿临床治疗学；口腔修复学
4345,T3345,劳融金,有机化学,教育哲学；信号与系统分析；反应堆工程管理
4346,T3346,池纶固,纺织厂空气调节,人口经济学；森林昆虫学；岩石学
4347,T3347,荣学采,西方哲学史,程序设计基础；环境控制；哲学概论
4348,T3348,甘立栋,外贸英语A；外贸英语B,外贸英语函电；WTO规则；人工智能平台与工具
4349,T3349,许平齐,建筑材料,混凝土结构；钢结构；人工智能平台与工具
4350,T3350,诸礼民,自动控制理论,林木病理学；幼儿心理学；组织胚胎学
4351,T3351,席芸羽,纺织品设计学,纺织厂空气调节
4352,T3352,师玉英,弹性力学,地球物理及勘探方法；机器人机械系统；机器视觉
4353,T3353,都卿琼,地球物理及勘探方法,海洋调查与观测技术；海洋地质学
4354,T3354,耿娟环,口腔内科学,口腔修复学；机器人机械系统；机器视觉
4355,T3355,万文翰,国际商法,电工学；机器人机械系统；机器视觉
4356,T3356,丁俊信,工程力学A1,飞行器结构力学；教育论；地球化学
4357,T3357,康东誉,大气探测学,消防工程；计量经济学
4358,T3358,易媛莉,线性代数,大地测量学基础；外国教育史；高等数学A
4359,T3359,敖曦达,全球动力力学,新闻学；物理化学；纺织导论
4360,T3360,江清威,地球物理及勘探方法,对待贸易概论；农学B；财务管理
4361,T3361,汤姬莎,高等数学A；高等数学B；线性代数,离散数学；概率论
4362,T3362,向韵桂,中国工艺美术史,会计学B；有机化学；计算机仿真技术
4363,T3363,汲安世,艺术考古学,艺术设计基础
4364,T3364,倪仁波,工程热力学,食品添加剂；国学经典
4365,T3365,潘蕊珊,钢结构,国际贸易A；中国工艺美术史；中国法制史
4366,T3366,穆瑶晓,混凝土结构,工程制图；钢结构
4367,T3367,萧起翔,艺术考古学,电力紫铜自动化装置；国际经济学；交通港站与枢纽
4368,T3368,黄雄景,工程力学A1;工程力学A2；工程力学B；工程热力学,机械设计基础；机器人机械系统；机器视觉
4369,T3369,巴欣娥,公共事业管理,振动力学；生物技术；口腔解剖生理学
4370,T3370,崔晟德,中医诊断学,微生物学与免疫学；普通逻辑学；电路原理
4371,T3371,方雄厚,国际金融,中医学基础A；大气探测学
4372,T3372,邵环娜,弹性力学,地球物理及勘探方法；理论力学
4373,T3373,籍琦倩,生物化学与分子生物学,核动力装置；中外城市建筑史
4374,T3374,茅敬月,形式与政策,实变与泛函；人体解剖学A；中级财政会计管理会计成本会计
4375,T3375,魏江迎,汉语言文学,传播学；机器人机械系统；机器视觉
4376,T3376,乜舒婕,大学生物C,新闻传播三大类；中国诗词文化；中医学基础B
4377,T3377,养娴枫,纺织导论,健康评估；大气科学概论B1；地球物理及勘探方法
4378,T3378,姚叶舒,古代汉语,外国语言文学；电机维修；神经生理学
4379,T3379,杭莉环,大学英语读写教程,大学生物A；电路理论；纺织导论
4380,T3380,施辉臻,计算机技术,中医学基础B；机械制图A；中国通史
4381,T3381,仲若垒,普通化学B,历史地理学；方剂学
4382,T3382,易国牧,材料科学基础,分析化学；物理化学
4383,T3383,慎瑗等,乐理学B1,妇产科护理学；微生物学与免疫学；临床药学
4384,T3384,方生坚,世界通史,农学A；人体解剖学C
4385,T3385,訾武坤,食品添加剂,大气科学概论B2；外贸英语A；传播学
4386,T3386,巫新雄,乐理学C,普通心理学；生态与可持续发展经济学；国际营销学
4387,T3387,禄梦琳,会计学C,机械设计基础；对待贸易概论
4388,T3388,莫丽宜,舞蹈,声乐；学前卫生学
4389,T3389,袁婵荣,外国艺术设计史,外科护理学；中国史；塑性力学
4390,T3390,闵帆钢,口腔组织病理学,史学导论；艺术设计概论；中外城市建筑史
4391,T3391,堵世富,海洋科学导论；生物海洋学,海洋地质学；海洋调查与观测技术
4392,T3392,严晶茗,电路理论,计算机技术；电磁场理论；python人工智能开发
4393,T3393,池婷枫,编译技术,园艺；常微分方程；python人工智能开发
4394,T3394,桑淑桂,汉语言文学A,大学体育；中医内科学；护理学基础B
4395,T3395,勾时来,工程水文学,图像识别；物理化学
4396,T3396,终兴龙,外贸英语A；外贸英语B,外贸英语函电；WTO规则
4397,T3397,柳红颖,物理实验,实验力学；离散数学；财政学
4398,T3398,毛婉思,遥感技术,运筹学；中国艺术设计史；外国工艺美术史
4399,T3399,巫安兴,机械制图,计算机绘图；机器人机械系统；机器视觉
4400,T3400,许壮发,食品工厂设计基础,现代医学基础；实践性教学环节；python人工智能开发
4401,T3401,柏婉美,塑性力学,流体力学；几何学；振动力学
4402,T3402,狄保金,遥感技术,建筑设计A；弹性力学；机器人控制技术
4403,T3403,瞿咏富,中国断代史,乐理学A1；电工电子技术；机器人控制技术
4404,T3404,李建彰,舞蹈欣赏,生物力学；建筑史工业；机器人控制技术
4405,T3405,刁保焘,农学A；农学B；园艺,植物保护；植物科学与技术；python人工智能开发
4406,T3406,白璟咏,建筑材料,混凝土结构；钢结构；工程结构
4407,T3407,钟致易,普通心理学,工程力学A2；；机器人控制技术
4408,T3408,冀欣伊,地质学B1,地质学A；机器人控制技术；机器人控制技术
4409,T3409,利丹伊,乐理基础,舞蹈欣赏；交响乐欣赏；舞蹈
4410,T3410,金冰柔,中医学基础A,普通化学B；地球化学；地质学B1
4411,T3411,褚露宜,地球化学,构造地质学；结晶矿物学；python人工智能开发
4412,T3412,鲁惠萍,中国诗词欣赏,单片机原理及应用；机器人控制技术；中国诗词文化
4413,T3413,魏艳艳,微生物学与免疫学,教育论；生物力学；单片机原理及应用
4414,T3414,邢筠枫,地质学A；地质学B1;地质学B2；地质学C,岩石学；矿床学；单片机原理及应用
4415,T3415,解语松,儿童文学,机器上编程；模拟电子技术；数字逻辑
4416,T3416,卞建林,新闻传播三大类,新闻学；单片机原理及应用
4417,T3417,暴景融,工程力学；岩土力学,地基与基础；单片机原理及应用
4418,T3418,薄曦龙,大学英语听说教程,离散数学；地球化学
4419,T3419,全婷红,基础会计,电磁场理论；国际商法；海洋测绘
4420,T3420,农英荣,基础会计,交通运输法规；中医古典医籍
4421,T3421,解晨谦,微观经济学,宏观经济学；人口经济学
4422,T3422,巢言言,建筑设计B2,地球化学；制丝学；财务管理
4423,T3423,赵菲育,生物技术,森林昆虫学；林木病理学
4424,T3424,尤玉蓓,行政法与行政诉讼法,民事诉讼法；刑事诉讼法
4425,T3425,终利雨,中国诗词欣赏,中国诗词文化；单片机原理及应用
4426,T3426,夔滢珊,中国哲学史；西方哲学史,中外哲学原著导读
4427,T3427,滑采子,物理化学；分析化学,机器上编程；模拟电子技术；数字逻辑
4428,T3428,解融姣,自动控制理论,电力紫铜自动化装置；计算机仿真技术
4429,T3429,房岚蒙,蚕学,西方哲学史；乐理学B2；安全防范工程
4430,T3430,明伟勇,自动控制理论,电力紫铜自动化装置；计算机仿真技术
4431,T3431,岑瑶眉,中国古代史,大气科学概论A；计算机绘图
4432,T3432,盛万时,生理学A,生理学B1；数字分析；计算机系统结构
4433,T3433,鲍远会,中国语言文学,外国语言文学；数字分析；计算机系统结构
4434,T3434,向月光,电气控制与PLC技术,微观经济学；园艺；纺织导论
4435,T3435,庞越康,食品营养与卫生,法理学；护理学基础A；交通运输设备
4436,T3436,朱义振,民法,纺纱学；交通运输法规
4437,T3437,卢洋善,测量与遥感,大气探测学；财务管理；航空航天动力装置
4438,T3438,虞苑瑗,工程水文学,航空仪表；食品添加剂
4439,T3439,周 梦,面向对象程序设计,国际商务案例；塑性力学；工程力学B
4440,T3440,苏行生,汉语言文学,传播学；数字分析；计算机系统结构
4441,T3441,东枫月,地基与基础,机器上编程；模拟电子技术；数字逻辑
4442,T3442,严业有,混凝土结构,机器上编程；模拟电子技术；数字逻辑
4443,T3443,富蓓琳,伦理学；宗教学,逻辑学；数字分析；计算机系统结构
4444,T3444,穆耀牧,汉语言文学A,宏观经济学；大气探测学；有机化学
4445,T3445,席瑶红,大学物理B1；大学物理B2；大学物理C,面向对象程序设计；数字分析；计算机系统结构
4446,T3446,平芳融,中国哲学史；西方哲学史,中外哲学原著导读；数字分析；计算机系统结构
4447,T3447,岑妹琳,国际私法,常微分方程；普通化学B
4448,T3448,贾茜晓,生物化学与分子生物学；大学生物,药理学；临床医学
4449,T3449,莘冠谊,中国诗词欣赏,中国语言文学；中国诗词文化
4450,T3450,戎梦婕,哲学概论,马克思主义哲学原理
4451,T3451,毕松纶,核动力装置,流体力学；数字分析；计算机系统结构
4452,T3452,仲滢寒,中国诗词欣赏,知识产权法；教育论；电力紫铜自动化装置
4453,T3453,贝纨勤,教学论,世界经济学；外国语言文学；感测技术
4454,T3454,孔邦颜,交通运输法则,中外城市建筑史；纺织品设计学；中国法制史
4455,T3455,俞刚彰,中国艺术设计史,高等数学B；传热
4456,T3456,水 函,生理学A,教育通论；西方史学史
4457,T3457,许筠馨,航空航天动力装置,会计学B；中国艺术设计史；教育社会学
4458,T3458,胡东龙,计算机软件技术基础,建筑设计B2；艺术考古学；国际贸易运输与保险
4459,T3459,曾帅康,信号与系统,感测技术；计算机网络；高级语言
4460,T3460,邬姬秋,大学英语,中外哲学原著导读；微生物学与免疫学；纤维材料化学
4461,T3461,柯章益,国际法,国际私法；国际政治
